"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"004005","Alto","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006008","Alzano Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003002","Ameno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001009","Andezeno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"103002","Anzola d'Ossola","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"005004","Aramengo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"002006","Arborio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004006","Argentera","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004007","Arguello","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001012","Arignano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"103003","Arizzano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"003006","Armeno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"103004","Arola","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003008","Arona","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",124,"p","dato provvisorio"
"006009","Arquata Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",59,"p","dato provvisorio"
"002007","Asigliano Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"103005","Aurano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001013","Avigliana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",102,"p","dato provvisorio"
"006010","Avolasca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001014","Azeglio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"005006","Azzano d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"103006","Baceno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004008","Bagnasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"004009","Bagnolo Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",64,"p","dato provvisorio"
"001015","Bairo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001021","Barbania","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"004011","Barbaresco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001022","Bardonecchia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",28,"p","dato provvisorio"
"003012","Barengo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004012","Barge","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",83,"p","dato provvisorio"
"004013","Barolo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001023","Barone Canavese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"006012","Basaluzzo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"006013","Bassignana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",15,"p","dato provvisorio"
"004014","Bastia Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004015","Battifollo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"103008","Baveno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",42,"p","dato provvisorio"
"103009","Bee","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001024","Beinasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",153,"p","dato provvisorio"
"004016","Beinette","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",31,"p","dato provvisorio"
"006014","Belforte Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"103010","Belgirate","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"004017","Bellino","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"003016","Bellinzago Novarese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",109,"p","dato provvisorio"
"001026","Bobbio Pellice","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"003019","Boca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"002014","Boccioleto","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"103012","Bognanco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"003021","Bogogno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001027","Bollengo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003022","Bolzano Novarese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"006018","Borghetto di Borbera","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",25,"p","dato provvisorio"
"001029","Borgiallo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"002015","Borgo d'Ale","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",39,"p","dato provvisorio"
"004026","Bosia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006022","Bosio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004027","Bossolasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004028","Boves","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",103,"p","dato provvisorio"
"006023","Bozzole","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004029","Bra","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",353,"p","dato provvisorio"
"001034","Brandizzo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",71,"p","dato provvisorio"
"004030","Briaglia","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001035","Bricherasio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",47,"p","dato provvisorio"
"004031","Briga Alta","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"003026","Briga Novarese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"006024","Brignano-Frascata","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"003027","Briona","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004032","Brondello","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004033","Brossasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001036","Brosso","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"103013","Brovello-Carpugnino","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001037","Brozolo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001038","Bruino","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",86,"p","dato provvisorio"
"005010","Bruno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001039","Brusasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"096007","Brusnengo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001040","Bruzolo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"005011","Bubbio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001041","Buriasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001042","Burolo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001043","Busano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"004034","Busca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",118,"p","dato provvisorio"
"001044","Bussoleno","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",67,"p","dato provvisorio"
"001045","Buttigliera Alta","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",49,"p","dato provvisorio"
"005012","Buttigliera d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"006025","Cabella Ligure","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001046","Cafasse","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"005013","Calamandrana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"103014","Calasca-Castiglione","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"096008","Callabiana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"005014","Calliano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"005015","Calosso","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"003030","Caltignaga","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001047","Caluso","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",80,"p","dato provvisorio"
"006026","Camagna Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"096009","Camandona","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001048","Cambiano","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",52,"p","dato provvisorio"
"103015","Cambiasca","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"005016","Camerano Casasco","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"003032","Cameri","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",105,"p","dato provvisorio"
"096012","Candelo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",71,"p","dato provvisorio"
"001050","Candia Canavese","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001051","Candiolo","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",62,"p","dato provvisorio"
"005017","Canelli","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",105,"p","dato provvisorio"
"001052","Canischio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"103016","Cannero Riviera","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"103017","Cannobio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",48,"p","dato provvisorio"
"004038","Canosio","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001053","Cantalupa","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"006028","Cantalupo Ligure","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005018","Cantarana","JAN","popolazione al 1º gennaio","9","totale","Y28","28 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001188","Pessinetto","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"003116","Pettenasco","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",18,"p","dato provvisorio"
